CNPJ;Razão Social;Código da categoria;Descrição da categoria;Código da atividade;Descrição da atividade;Data de início da atividade;Data de término da atividade;Potenc. de Pol. da atividade;Município;Estado;Latitude;Longitude;Situação cadastral;Última Atualização Relatório
00300119000180;A S DE PAIVA - MERCEARIA;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;19/11/2019;;Alto;NOVA OLINDA DO NORTE;AMAZONAS;-3,887417;-59,0925;Ativa;21/03/2026 20:26
00307764000124;construtora ponctual corporation ltda;14;Indústrias Diversas;2;Usinas de produção de asfalto;17/10/2011;;Pequeno;MANAUS;AMAZONAS;;;Suspenso para Averiguações - dados cadastrais inconsistentes e_ou recadastramento;21/03/2026 20:26
00307764000124;construtora ponctual corporation ltda;22;Obras civis -  não relacionadas no Anexo VIII da Lei nº 6.938/1981;8;Outras obras de infraestrutura - Lei nº 6.938/1981: art. 10;10/02/2011;;...;MANAUS;AMAZONAS;;;Suspenso para Averiguações - dados cadastrais inconsistentes e_ou recadastramento;21/03/2026 20:26
00307764000205;construtora ponctual corporation ltda;20;Uso de Recursos Naturais;2;Exploração econômica da madeira ou lenha e subprodutos florestais (floresta nativa);10/02/2011;26/10/2018;Médio;MANAUS;AMAZONAS;;;Suspenso para Averiguações - dados cadastrais inconsistentes e_ou recadastramento;21/03/2026 20:26
00308668000443;TRANSPORTADORA PLANALTO LTDA;18;Transporte, Terminais, Depósitos e Comércio;1;Transporte de cargas perigosas;10/02/2006;;Alto;MANAUS;AMAZONAS;-3,121142;-59,952131;Ativa;21/03/2026 20:26
00308668000443;TRANSPORTADORA PLANALTO LTDA;18;Transporte, Terminais, Depósitos e Comércio;5;Depósitos de produtos químicos e produtos perigosos;10/02/2006;10/02/2011;Alto;MANAUS;AMAZONAS;-3,121142;-59,952131;Ativa;21/03/2026 20:26
00319286000172;LUIZ MONTEIRO DA COSTA - ME;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;15/12/2013;24/07/2019;Alto;MANAUS;AMAZONAS;-3,1256;-60,025347;Ativa;21/03/2026 20:26
00319286000253;LUIZ MONTEIRO DA COSTA;18;Transporte, Terminais, Depósitos e Comércio;6;Comércio de combustíveis e derivados de petróleo;01/01/2001;;Alto;MANAUS;AMAZONAS;-3,060681;-59,997453;Ativa;21/03/2026 20:26
00327269000187;ELITUR TRANSPORTES ESPECE TURIS LTDA;21;Atividades não relacionadas no Anexo VIII da Lei nº 6.938/1981;3;Utilização de substâncias controladas - Protocolo de Montreal;06/05/2016;;...;MANAUS;AMAZONAS;-3,122667;-60,044389;Ativa;21/03/2026 20:26
00331788005340;AIR LIQUIDE BRASIL LTDA;15;Indústria Química;21;Prod. de substâncias e fab. de prod químicos - Res. CONAMA 463/2014 / Res. CONAMA 472/2015;09/04/2010;28/12/2015;Alto;MANAUS;AMAZONAS;-3,117617;-59,973897;Encerrado;21/03/2026 20:26
